,match_id,home_team_player_1,home_team_player_2,home_team_player_3,home_team_player_4,home_team_player_5,home_team_player_6,home_team_player_7,home_team_player_8,home_team_player_9,home_team_player_10,home_team_player_11,away_team_player_1,away_team_player_2,away_team_player_3,away_team_player_4,away_team_player_5,away_team_player_6,away_team_player_7,away_team_player_8,away_team_player_9,away_team_player_10,away_team_player_11,stadium_name,weather,temperature,humidity
4543,12671,GK 曽ヶ端 準 21,DF 新井場 徹 7,DF 岩政 大樹 3,DF 伊野波 雅彦 19,DF ジウトン 5,MF 中田 浩二 6,MF 小笠原 満男 40,MF 野沢 拓也 8,MF フェリペ ガブリエル 11,FW 大迫 勇也 9,FW マルキーニョス 18,GK 黒河 貴矢 1,DF 西 大伍 22,DF 千葉 和彦 3,DF 永田 充 6,DF 酒井 高徳 24,MF 小林 慶行 32,MF マルシオ リシャルデス 10,MF ミシェウ 8,FW 矢野 貴章 11,FW 大島 秀夫 16,FW 曺 永哲 9,県立カシマサッカースタジアム,晴,27.0,80%
4544,12670,GK 林 卓人 16,DF 田村 直也 23,DF エリゼウ 6,DF 鎌田 次郎 2,DF 朴 柱成 27,MF 富田 晋伍 17,MF 千葉 直樹 7,MF 関口 訓充 11,MF フェルナンジーニョ 20,MF 梁 勇基 10,FW 朴 成鎬 19,GK 西川 周作 21,DF 森脇 良太 24,DF ストヤノフ 2,DF 槙野 智章 5,MF ミキッチ 14,MF 横竹 翔 22,MF 中島 浩司 35,MF 服部 公太 17,MF 髙萩 洋次郎 15,MF 森﨑 浩司 7,FW 佐藤 寿人 11,ユアテックスタジアム仙台,晴,28.4,58%
4545,12674,GK 北野 貴之 1,DF 渡部 大輔 30,DF 坪内 秀介 14,DF マト 3,DF 村上 和弘 26,MF 金澤 慎 23,MF 青木 拓矢 6,MF 藤本 主税 11,MF 鈴木 規郎 24,FW 市川 雅彦 19,FW ラファエル 10,GK 飯倉 大樹 21,DF 天野 貴史 35,DF 栗原 勇蔵 4,DF 中澤 佑二 22,DF 金井 貢史 24,MF 清水 範久 18,MF 小椋 祥平 30,MF 中村 俊輔 25,MF 兵藤 慎剛 7,FW 小野 裕二 40,FW 渡邉 千真 9,ＮＡＣＫ５スタジアム大宮,晴,29.1,61%
4546,12678,GK 榎本 達也 1,DF 茂木 弘人 21,DF 北本 久仁衛 4,DF 河本 裕之 5,DF 冨田 大介 33,MF 松岡 亮輔 8,MF 三原 雅俊 24,MF 朴 康造 7,MF ボッティ 10,FW 大久保 嘉人 13,FW 吉田 孝行 17,GK 藤ヶ谷 陽介 1,DF 加地 亮 21,DF 中澤 聡太 2,DF 高木 和道 4,DF 安田 理大 13,MF 武井 択也 23,MF 橋本 英郎 27,MF 遠藤 保仁 7,MF 宇佐美 貴史 33,FW 平井 将生 14,FW イ グノ 22,ホームズスタジアム神戸,屋内,27.9,68%
4547,12673,GK 清水 健太 1,DF 宮本 卓也 14,DF 前田 和哉 32,DF 園田 拓也 22,DF 石川 竜也 13,MF 古橋 達弥 9,MF 佐藤 健太郎 17,MF 増田 誓志 8,FW 北村 知隆 11,FW 長谷川 悠 15,FW 宮沢 克行 7,GK 相澤 貴志 21,DF 伊藤 宏樹 2,DF 井川 祐輔 4,DF 菊地 光将 17,DF 小宮山 尊信 8,MF 中村 憲剛 14,MF 稲本 潤一 20,MF 田坂 祐介 6,MF ヴィトール ジュニオール 11,FW レナチーニョ 34,FW 黒津 勝 7,ＮＤソフトスタジアム山形,曇,24.9,86%
4548,12675,GK 権田 修一 20,DF 中村 北斗 14,DF 今野 泰幸 6,DF キム ヨングン 17,DF 松下 年宏 8,MF 森重 真人 3,MF 梶山 陽平 10,MF 大竹 洋平 19,MF 羽生 直剛 22,FW リカルジーニョ 16,FW 大黒 将志 39,GK 八田 直樹 21,DF 駒野 友一 5,DF 大井 健太郎 4,DF 那須 大亮 6,DF パク チュホ 14,MF 山本 康裕 23,MF 上田 康太 27,MF 西 紀寛 11,MF ジウシーニョ 8,FW 成岡 翔 10,FW 前田 遼一 18,国立競技場,晴,28.8,62%
4549,12676,GK 楢﨑 正剛 1,DF 田中 隼磨 32,DF 田中 マルクス闘莉王 4,DF 増川 隆洋 5,DF 阿部 翔平 6,MF 中村 直志 7,MF ダニルソン 20,MF マギヌン 8,FW 金崎 夢生 25,FW ケネディ 16,FW 玉田 圭司 11,GK 都築 龍太 39,DF 臼井 幸平 5,DF ジャーン 3,DF 村松 大輔 6,DF 島村 毅 30,MF 永木 亮太 41,MF 田村 雄三 2,MF 坂本 紘司 8,MF エメルソン 40,MF 阿部 吉朗 11,FW ヴァウド 38,名古屋市瑞穂陸上競技場,曇,28.4,70%
4550,12677,GK 平井 直人 1,DF 水本 裕貴 4,DF 増嶋 竜也 24,DF 森下 俊 19,MF 渡邉 大剛 22,MF 安藤 淳 16,MF 角田 誠 26,MF 中村 太亮 17,FW ディエゴ 10,FW 柳沢 敦 13,FW ドゥトラ 9,GK 山岸 範宏 1,DF 平川 忠亮 14,DF スピラノビッチ 4,DF 坪井 慶介 2,DF サヌ 5,MF 阿部 勇樹 22,MF 鈴木 啓太 13,MF 柏木 陽介 8,FW ポンテ 10,FW 田中 達也 11,FW エジミウソン 17,京都市西京極総合運動公園陸上競技場兼球技場,曇のち雨,28.3,71%
4551,12679,GK 山岸 範宏 1,DF 平川 忠亮 14,DF スピラノビッチ 4,DF 坪井 慶介 2,DF サヌ 5,MF 阿部 勇樹 22,MF 鈴木 啓太 13,MF 柏木 陽介 8,FW ポンテ 10,FW 田中 達也 11,FW エジミウソン 17,GK 北野 貴之 1,DF 渡部 大輔 30,DF 深谷 友基 4,DF 坪内 秀介 14,DF 村上 和弘 26,MF 金澤 慎 23,MF 青木 拓矢 6,MF 鈴木 規郎 24,MF 藤本 主税 11,FW 市川 雅彦 19,FW ラファエル 10,埼玉スタジアム２００２,曇,29.8,84%
4552,12682,GK 黒河 貴矢 1,DF 西 大伍 22,DF 千葉 和彦 3,DF 永田 充 6,DF 酒井 高徳 24,MF 小林 慶行 32,MF 本間 勲 15,MF マルシオ リシャルデス 10,MF 曺 永哲 9,FW 矢野 貴章 11,FW ミシェウ 8,GK 権田 修一 20,DF 椋原 健太 33,DF 今野 泰幸 6,DF キム ヨングン 17,DF 松下 年宏 8,MF 森重 真人 3,MF 高橋 秀人 4,MF 鈴木 達也 11,MF 羽生 直剛 22,FW 赤嶺 真吾 9,FW 大黒 将志 39,東北電力ビッグスワンスタジアム,曇,28.8,71%
4553,12683,GK 八田 直樹 21,DF 駒野 友一 5,DF 大井 健太郎 4,DF 那須 大亮 6,DF パク チュホ 14,MF 山本 康裕 23,MF 上田 康太 27,MF 西 紀寛 11,MF ジウシーニョ 8,FW 成岡 翔 10,FW 前田 遼一 18,GK キム ジンヒョン 21,DF 高橋 大輔 20,DF 茂庭 照幸 3,DF 上本 大海 22,DF 丸橋 祐介 28,MF アマラウ 6,MF マルチネス 10,MF 乾 貴士 7,MF 清武 弘嗣 13,FW アドリアーノ 9,FW 家長 昭博 14,ヤマハスタジアム（磐田）,晴,28.0,89%
4554,12680,GK 曽ヶ端 準 21,DF 新井場 徹 7,DF 岩政 大樹 3,DF 伊野波 雅彦 19,DF ジウトン 5,MF 中田 浩二 6,MF 小笠原 満男 40,MF 野沢 拓也 8,MF フェリペ ガブリエル 11,FW 大迫 勇也 9,FW マルキーニョス 18,GK 榎本 達也 1,DF 近藤 岳登 23,DF 北本 久仁衛 4,DF 河本 裕之 5,DF 松岡 亮輔 8,MF エジミウソン 6,MF 三原 雅俊 24,MF ボッティ 10,MF ポポ 11,FW 都倉 賢 27,FW 茂木 弘人 21,県立カシマサッカースタジアム,晴のち曇,24.1,81%
4555,12681,GK 飯倉 大樹 21,DF 天野 貴史 35,DF 栗原 勇蔵 4,DF 中澤 佑二 22,DF 金井 貢史 24,MF 小椋 祥平 30,MF 清水 範久 18,MF 兵藤 慎剛 7,MF 中村 俊輔 25,FW 山瀬 功治 10,FW 坂田 大輔 11,GK 楢﨑 正剛 1,DF 田中 隼磨 32,DF 田中 マルクス闘莉王 4,DF 増川 隆洋 5,DF 阿部 翔平 6,MF 中村 直志 7,MF ダニルソン 20,MF マギヌン 8,FW 金崎 夢生 25,FW ケネディ 16,FW 玉田 圭司 11,日産スタジアム,曇,29.5,78%
4556,12684,GK 藤ヶ谷 陽介 1,DF 加地 亮 21,DF 中澤 聡太 2,DF 高木 和道 4,DF 安田 理大 13,MF 明神 智和 17,MF 橋本 英郎 27,MF 遠藤 保仁 7,MF 宇佐美 貴史 33,FW 平井 将生 14,FW イ グノ 22,GK 清水 健太 1,DF 宮本 卓也 14,DF 前田 和哉 32,DF 石井 秀典 3,DF 石川 竜也 13,MF 秋葉 勝 19,MF 佐藤 健太郎 17,MF 増田 誓志 8,FW 北村 知隆 11,FW 長谷川 悠 15,FW 宮沢 克行 7,石川県西部緑地公園陸上競技場,晴,30.0,68%
4557,12685,GK 西川 周作 21,DF 森脇 良太 24,DF ストヤノフ 2,DF 槙野 智章 5,MF ミキッチ 14,MF 中島 浩司 35,MF 青山 敏弘 6,MF 服部 公太 17,MF 山﨑 雅人 33,MF 森﨑 浩司 7,FW 佐藤 寿人 11,GK 水谷 雄一 21,DF 郭 泰輝 5,DF 増嶋 竜也 24,DF 水本 裕貴 4,MF 渡邉 大剛 22,MF 中山 博貴 15,MF 安藤 淳 16,MF 中村 太亮 17,FW ディエゴ 10,FW 柳沢 敦 13,FW 加藤 弘堅 18,広島ビッグアーチ,晴,28.8,83%
4558,12686,GK 相澤 貴志 21,DF 伊藤 宏樹 2,DF 井川 祐輔 4,DF 菊地 光将 17,DF 小宮山 尊信 8,MF 稲本 潤一 20,MF 中村 憲剛 14,MF 楠神 順平 16,MF ヴィトール ジュニオール 11,FW ジュニーニョ 10,FW 黒津 勝 7,GK 林 卓人 16,DF 田村 直也 23,DF エリゼウ 6,DF 鎌田 次郎 2,DF 朴 柱成 27,MF 関口 訓充 11,MF 富田 晋伍 17,MF 千葉 直樹 7,MF 梁 勇基 10,FW 朴 成鎬 19,FW フェルナンジーニョ 20,等々力陸上競技場,晴,28.9,77%
4559,12687,GK 都築 龍太 39,DF 臼井 幸平 5,DF ジャーン 3,DF 村松 大輔 6,DF 島村 毅 30,MF エメルソン 40,MF 永木 亮太 41,MF 坂本 紘司 8,MF 阿部 吉朗 11,FW 中村 祐也 22,FW ヴァウド 38,GK 西部 洋平 21,DF 市川 大祐 25,DF 岩下 敬輔 5,DF 平岡 康裕 26,DF 太田 宏介 4,MF 兵働 昭弘 13,MF 山本 真希 17,MF 小野 伸二 30,FW 岡崎 慎司 23,FW ヨンセン 18,FW 藤本 淳吾 10,平塚競技場,曇,27.3,88%
4560,12688,GK 北野 貴之 1,DF 渡部 大輔 30,DF 深谷 友基 4,DF 坪内 秀介 14,DF 鈴木 規郎 24,MF 金澤 慎 23,MF 青木 拓矢 6,MF 藤本 主税 11,MF 橋本 早十 17,FW 市川 雅彦 19,FW ラファエル 10,GK 都築 龍太 39,DF 臼井 幸平 5,DF ジャーン 3,DF 村松 大輔 6,DF 島村 毅 30,MF エメルソン 40,MF 永木 亮太 41,MF 坂本 紘司 8,MF 阿部 吉朗 11,FW 田原 豊 9,FW 中村 祐也 22,熊谷スポーツ文化公園陸上競技場,晴,30.1,59%
4561,12689,GK 水谷 雄一 21,DF 郭 泰輝 5,DF 増嶋 竜也 24,DF 水本 裕貴 4,MF 加藤 弘堅 18,MF 角田 誠 26,MF 中山 博貴 15,MF 中村 太亮 17,FW ディエゴ 10,FW 宮吉 拓実 31,FW ドゥトラ 9,GK 黒河 貴矢 1,DF 西 大伍 22,DF 千葉 和彦 3,DF 永田 充 6,DF 酒井 高徳 24,MF 小林 慶行 32,MF 本間 勲 15,MF マルシオ リシャルデス 10,MF 曺 永哲 9,FW 矢野 貴章 11,FW ミシェウ 8,京都市西京極総合運動公園陸上競技場兼球技場,晴,30.1,61%
4562,12690,GK 西部 洋平 21,DF 市川 大祐 25,DF 岩下 敬輔 5,DF 平岡 康裕 26,DF 太田 宏介 4,MF 兵働 昭弘 13,MF 本田 拓也 16,MF 小野 伸二 30,FW 岡崎 慎司 23,FW ヨンセン 18,FW 藤本 淳吾 10,GK 曽ヶ端 準 21,DF 新井場 徹 7,DF 岩政 大樹 3,DF 伊野波 雅彦 19,DF ジウトン 5,MF 中田 浩二 6,MF 小笠原 満男 40,MF 野沢 拓也 8,MF フェリペ ガブリエル 11,FW 大迫 勇也 9,FW マルキーニョス 18,アウトソーシングスタジアム日本平,晴,27.2,80%
4563,12693,GK 西川 周作 21,DF 森脇 良太 24,DF ストヤノフ 2,DF 槙野 智章 5,MF 清水 航平 27,MF 横竹 翔 22,MF 青山 敏弘 6,MF 服部 公太 17,MF 山﨑 雅人 33,MF 森﨑 浩司 7,FW 佐藤 寿人 11,GK 藤ヶ谷 陽介 1,DF 加地 亮 21,DF 中澤 聡太 2,DF 高木 和道 4,DF 安田 理大 13,MF 明神 智和 17,MF 橋本 英郎 27,MF 遠藤 保仁 7,MF 宇佐美 貴史 33,FW 平井 将生 14,FW イ グノ 22,広島ビッグアーチ,晴,26.9,72%
4564,12691,GK 林 卓人 16,DF 菅井 直樹 25,DF 渡辺 広大 3,DF 鎌田 次郎 2,DF 朴 柱成 27,MF 関口 訓充 11,MF 田村 直也 23,MF 富田 晋伍 17,MF 梁 勇基 10,FW 朴 成鎬 19,FW フェルナンジーニョ 20,GK 飯倉 大樹 21,DF 天野 貴史 35,DF 栗原 勇蔵 4,DF 中澤 佑二 22,DF 波戸 康広 32,MF 中村 俊輔 25,MF 小椋 祥平 30,MF 松田 直樹 3,MF 兵藤 慎剛 7,FW 小野 裕二 40,FW 渡邉 千真 9,ユアテックスタジアム仙台,晴,29.1,69%
4565,12692,GK 清水 健太 1,DF 宮本 卓也 14,DF 前田 和哉 32,DF 石井 秀典 3,DF 石川 竜也 13,MF 秋葉 勝 19,MF 佐藤 健太郎 17,MF 増田 誓志 8,FW 北村 知隆 11,FW 長谷川 悠 15,FW 宮沢 克行 7,GK 川口 能活 1,DF 駒野 友一 5,DF 大井 健太郎 4,DF イ ガンジン 13,DF パク チュホ 14,MF 那須 大亮 6,MF 上田 康太 27,MF 西 紀寛 11,MF 船谷 圭祐 28,FW 成岡 翔 10,FW 前田 遼一 18,ＮＤソフトスタジアム山形,曇,26.6,89%
4566,12695,GK 榎本 達也 1,DF 茂木 弘人 21,DF 北本 久仁衛 4,DF 河本 裕之 5,DF 冨田 大介 33,MF 松岡 亮輔 8,MF エジミウソン 6,MF 朴 康造 7,MF ボッティ 10,FW 大久保 嘉人 13,FW 都倉 賢 27,GK 山岸 範宏 1,DF 平川 忠亮 14,DF スピラノビッチ 4,DF 坪井 慶介 2,DF 宇賀神 友弥 35,MF 阿部 勇樹 22,MF 鈴木 啓太 13,MF 柏木 陽介 8,FW ポンテ 10,FW サヌ 5,FW エジミウソン 17,ホームズスタジアム神戸,晴,27.4,66%
4567,12694,GK 松井 謙弥 1,DF 高橋 大輔 20,DF 茂庭 照幸 3,DF 上本 大海 22,DF 丸橋 祐介 28,MF アマラウ 6,MF マルチネス 10,MF 乾 貴士 7,MF 清武 弘嗣 13,FW 播戸 竜二 11,FW 家長 昭博 14,GK 相澤 貴志 21,DF 伊藤 宏樹 2,DF 井川 祐輔 4,DF 菊地 光将 17,DF 小宮山 尊信 8,MF 稲本 潤一 20,MF 中村 憲剛 14,MF 田坂 祐介 6,MF ヴィトール ジュニオール 11,FW ジュニーニョ 10,FW 黒津 勝 7,キンチョウスタジアム,晴,29.1,67%
4568,12696,GK 塩田 仁史 1,DF 椋原 健太 33,DF 今野 泰幸 6,DF キム ヨングン 17,DF 中村 北斗 14,MF 森重 真人 3,MF 梶山 陽平 10,MF 石川 直宏 18,MF 羽生 直剛 22,FW 平山 相太 13,FW 大黒 将志 39,GK 楢﨑 正剛 1,DF 田中 隼磨 32,DF 田中 マルクス闘莉王 4,DF 増川 隆洋 5,DF 阿部 翔平 6,MF ブルザノビッチ 9,MF ダニルソン 20,MF マギヌン 8,FW 金崎 夢生 25,FW ケネディ 16,FW 玉田 圭司 11,味の素スタジアム,曇,27.6,76%
4569,12697,GK 清水 健太 1,DF 宮本 卓也 14,DF 前田 和哉 32,DF 石井 秀典 3,DF 石川 竜也 13,MF 秋葉 勝 19,MF 佐藤 健太郎 17,MF 増田 誓志 8,FW 北村 知隆 11,FW 長谷川 悠 15,FW 宮沢 克行 7,GK 黒河 貴矢 1,DF 西 大伍 22,DF 千葉 和彦 3,DF 永田 充 6,DF 酒井 高徳 24,MF 三門 雄大 14,MF 本間 勲 15,MF マルシオ リシャルデス 10,MF 曺 永哲 9,FW 矢野 貴章 11,FW 大島 秀夫 16,ＮＤソフトスタジアム山形,曇,25.5,83%
4570,12698,GK 榎本 達也 1,DF 石櫃 洋祐 25,DF 北本 久仁衛 4,DF 河本 裕之 5,DF 松岡 亮輔 8,MF 三原 雅俊 24,MF エジミウソン 6,MF 朴 康造 7,MF ポポ 11,FW 大久保 嘉人 13,FW ボッティ 10,GK 都築 龍太 39,DF 臼井 幸平 5,DF ジャーン 3,DF 山口 貴弘 4,DF 島村 毅 30,MF 田村 雄三 2,MF 寺川 能人 7,MF ハン グギョン 15,FW 中村 祐也 22,FW 田原 豊 9,FW 阿部 吉朗 11,ホームズスタジアム神戸,曇,27.9,80%
4571,12699,GK 西部 洋平 21,DF 市川 大祐 25,DF 岩下 敬輔 5,DF 平岡 康裕 26,DF 太田 宏介 4,MF 兵働 昭弘 13,MF 本田 拓也 16,MF 小野 伸二 30,FW 岡崎 慎司 23,FW ヨンセン 18,FW 藤本 淳吾 10,GK 飯倉 大樹 21,DF 天野 貴史 35,DF 栗原 勇蔵 4,DF 中澤 佑二 22,DF 波戸 康広 32,MF 中村 俊輔 25,MF 小椋 祥平 30,MF 松田 直樹 3,MF 兵藤 慎剛 7,FW 長谷川 アーリアジャスール 8,FW 渡邉 千真 9,アウトソーシングスタジアム日本平,曇,27.9,89%
4572,12702,GK 楢﨑 正剛 1,DF 田中 隼磨 32,DF 田中 マルクス闘莉王 4,DF 増川 隆洋 5,DF 阿部 翔平 6,MF ブルザノビッチ 9,MF ダニルソン 20,MF マギヌン 8,FW 金崎 夢生 25,FW ケネディ 16,FW 玉田 圭司 11,GK 山岸 範宏 1,DF サヌ 5,DF スピラノビッチ 4,DF 坪井 慶介 2,DF 宇賀神 友弥 35,MF 阿部 勇樹 22,MF 細貝 萌 3,MF 柏木 陽介 8,FW ポンテ 10,FW 田中 達也 11,FW エジミウソン 17,豊田スタジアム,曇,26.9,88%
4573,12700,GK 林 卓人 16,DF 菅井 直樹 25,DF 渡辺 広大 3,DF 鎌田 次郎 2,DF 田村 直也 23,MF 梁 勇基 10,MF 富田 晋伍 17,MF 太田 吉彰 15,MF フェルナンジーニョ 20,MF 関口 訓充 11,FW 赤嶺 真吾 24,GK 藤ヶ谷 陽介 1,DF 加地 亮 21,DF 中澤 聡太 2,DF 高木 和道 4,DF 安田 理大 13,MF 明神 智和 17,MF 橋本 英郎 27,MF 遠藤 保仁 7,MF 二川 孝広 10,FW 平井 将生 14,FW 宇佐美 貴史 33,ユアテックスタジアム仙台,曇のち雨,24.6,80%
4574,12701,GK 曽ヶ端 準 21,DF 新井場 徹 7,DF 岩政 大樹 3,DF 伊野波 雅彦 19,DF ジウトン 5,MF 中田 浩二 6,MF 小笠原 満男 40,MF 野沢 拓也 8,MF フェリペ ガブリエル 11,FW 大迫 勇也 9,FW 興梠 慎三 13,GK 塩田 仁史 1,DF 椋原 健太 33,DF 今野 泰幸 6,DF キム ヨングン 17,DF 中村 北斗 14,MF 徳永 悠平 2,MF 森重 真人 3,MF 石川 直宏 18,MF 松下 年宏 8,FW 平山 相太 13,FW 大黒 将志 39,県立カシマサッカースタジアム,曇,28.4,82%
4575,12703,GK 北野 貴之 1,DF 渡部 大輔 30,DF 深谷 友基 4,DF 坪内 秀介 14,DF 村上 和弘 26,MF 金澤 慎 23,MF 青木 拓矢 6,MF 藤本 主税 11,MF 鈴木 規郎 24,FW 市川 雅彦 19,FW 李 天秀 16,GK 川口 能活 1,DF 駒野 友一 5,DF 大井 健太郎 4,DF イ ガンジン 13,DF パク チュホ 14,MF 那須 大亮 6,MF 上田 康太 27,MF 西 紀寛 11,MF 船谷 圭祐 28,FW 成岡 翔 10,FW 前田 遼一 18,ＮＡＣＫ５スタジアム大宮,晴,32.5,62%
4576,12704,GK 水谷 雄一 21,DF 増嶋 竜也 24,DF 水本 裕貴 4,DF 森下 俊 19,DF 中村 太亮 17,MF 渡邉 大剛 22,MF 加藤 弘堅 18,MF 安藤 淳 16,MF 中山 博貴 15,FW ディエゴ 10,FW ドゥトラ 9,GK 松井 謙弥 1,DF 高橋 大輔 20,DF 茂庭 照幸 3,DF 上本 大海 22,DF 丸橋 祐介 28,MF アマラウ 6,MF マルチネス 10,MF 乾 貴士 7,MF 清武 弘嗣 13,FW アドリアーノ 9,FW 家長 昭博 14,京都市西京極総合運動公園陸上競技場兼球技場,晴,30.5,65%
4577,12705,GK 相澤 貴志 21,DF 森 勇介 19,DF 井川 祐輔 4,DF 菊地 光将 17,DF 小宮山 尊信 8,MF 稲本 潤一 20,MF 中村 憲剛 14,MF 田坂 祐介 6,MF ヴィトール ジュニオール 11,FW ジュニーニョ 10,FW 黒津 勝 7,GK 西川 周作 21,DF 森脇 良太 24,DF ストヤノフ 2,DF 槙野 智章 5,MF 山岸 智 16,MF 中島 浩司 35,MF 横竹 翔 22,MF 服部 公太 17,MF 桒田 慎一朗 20,MF 森﨑 浩司 7,FW 佐藤 寿人 11,等々力陸上競技場,晴,31.1,66%
4578,12707,GK 藤ヶ谷 陽介 1,DF 武井 択也 23,DF 中澤 聡太 2,DF 高木 和道 4,DF 安田 理大 13,MF 明神 智和 17,MF 橋本 英郎 27,MF 遠藤 保仁 7,MF 二川 孝広 10,FW 平井 将生 14,FW イ グノ 22,GK 曽ヶ端 準 21,DF 新井場 徹 7,DF 岩政 大樹 3,DF 伊野波 雅彦 19,DF ジウトン 5,MF 中田 浩二 6,MF 小笠原 満男 40,MF 野沢 拓也 8,MF フェリペ ガブリエル 11,FW 大迫 勇也 9,FW 興梠 慎三 13,万博記念競技場,晴,31.2,62%
4579,12706,GK 黒河 貴矢 1,DF 西 大伍 22,DF 千葉 和彦 3,DF 永田 充 6,DF 酒井 高徳 24,MF 小林 慶行 32,MF 本間 勲 15,MF マルシオ リシャルデス 10,MF 曺 永哲 9,FW 矢野 貴章 11,FW ミシェウ 8,GK 西部 洋平 21,DF 辻尾 真二 15,DF 平岡 康裕 26,DF ボスナー 33,DF 太田 宏介 4,MF 兵働 昭弘 13,MF 本田 拓也 16,MF 小野 伸二 30,FW 岡崎 慎司 23,FW 永井 雄一郎 9,FW 枝村 匠馬 8,東北電力ビッグスワンスタジアム,晴,28.6,81%
4580,12708,GK 山岸 範宏 1,DF 平川 忠亮 14,DF スピラノビッチ 4,DF 山田 暢久 6,DF サヌ 5,MF 阿部 勇樹 22,MF 細貝 萌 3,MF 柏木 陽介 8,FW ポンテ 10,FW 宇賀神 友弥 35,FW エジミウソン 17,GK 林 卓人 16,DF 菅井 直樹 25,DF 渡辺 広大 3,DF 鎌田 次郎 2,DF 田村 直也 23,MF 富田 晋伍 17,MF 千葉 直樹 7,MF 関口 訓充 11,MF フェルナンジーニョ 20,MF 梁 勇基 10,FW 赤嶺 真吾 24,埼玉スタジアム２００２,晴,28.6,76%
4581,12709,GK 飯倉 大樹 21,DF 天野 貴史 35,DF 栗原 勇蔵 4,DF 中澤 佑二 22,DF 波戸 康広 32,MF 中村 俊輔 25,MF 小椋 祥平 30,MF 清水 範久 18,MF 兵藤 慎剛 7,FW 長谷川 アーリアジャスール 8,FW 山瀬 功治 10,GK 清水 健太 1,DF 宮本 卓也 14,DF 前田 和哉 32,DF 石井 秀典 3,DF 石川 竜也 13,MF 秋葉 勝 19,MF 佐藤 健太郎 17,MF 増田 誓志 8,FW 北村 知隆 11,FW 長谷川 悠 15,FW 宮沢 克行 7,ニッパツ三ツ沢球技場,晴,29.6,80%
4582,12712,GK 川口 能活 1,DF 駒野 友一 5,DF 大井 健太郎 4,DF イ ガンジン 13,DF パク チュホ 14,MF 那須 大亮 6,MF 上田 康太 27,MF 西 紀寛 11,MF 船谷 圭祐 28,FW ジウシーニョ 8,FW 前田 遼一 18,GK 榎本 達也 1,DF 石櫃 洋祐 25,DF 北本 久仁衛 4,DF 河本 裕之 5,DF 松岡 亮輔 8,MF 三原 雅俊 24,MF エジミウソン 6,MF 朴 康造 7,MF ポポ 11,FW 茂木 弘人 21,FW イ ジェミン 34,ヤマハスタジアム（磐田）,曇,28.7,83%
4583,12710,GK 相澤 貴志 21,DF 伊藤 宏樹 2,DF 井川 祐輔 4,DF 菊地 光将 17,DF 小宮山 尊信 8,MF 稲本 潤一 20,MF 中村 憲剛 14,MF 田坂 祐介 6,MF ヴィトール ジュニオール 11,FW ジュニーニョ 10,FW 黒津 勝 7,GK 楢﨑 正剛 1,DF 田中 隼磨 32,DF 田中 マルクス闘莉王 4,DF 増川 隆洋 5,DF 阿部 翔平 6,MF ブルザノビッチ 9,MF ダニルソン 20,MF マギヌン 8,FW 金崎 夢生 25,FW ケネディ 16,FW 玉田 圭司 11,等々力陸上競技場,曇,29.6,72%
4584,12714,GK 西川 周作 21,DF 横竹 翔 22,DF ストヤノフ 2,DF 槙野 智章 5,MF 森脇 良太 24,MF 中島 浩司 35,MF 青山 敏弘 6,MF 服部 公太 17,MF 髙萩 洋次郎 15,MF 山﨑 雅人 33,FW 佐藤 寿人 11,GK 北野 貴之 1,DF 杉山 新 32,DF 深谷 友基 4,DF 坪内 秀介 14,DF 村上 和弘 26,MF 金澤 慎 23,MF 青木 拓矢 6,MF 藤本 主税 11,MF 市川 雅彦 19,FW 石原 直樹 9,FW 李 天秀 16,広島ビッグアーチ,晴,30.3,74%
4585,12711,GK 都築 龍太 39,DF 臼井 幸平 5,DF ジャーン 3,DF 山口 貴弘 4,DF 島村 毅 30,MF 田村 雄三 2,MF 永木 亮太 41,MF 坂本 紘司 8,FW 中村 祐也 22,FW 田原 豊 9,FW 阿部 吉朗 11,GK 水谷 雄一 21,DF 渡邉 大剛 22,DF 郭 泰輝 5,DF 水本 裕貴 4,DF 森下 俊 19,MF 中山 博貴 15,MF 加藤 弘堅 18,MF 安藤 淳 16,MF 中村 太亮 17,FW 金 成勇 28,FW 中村 充孝 23,平塚競技場,曇,29.5,77%
4586,12713,GK 松井 謙弥 1,DF 高橋 大輔 20,DF 茂庭 照幸 3,DF 上本 大海 22,DF 丸橋 祐介 28,MF 羽田 憲司 2,MF マルチネス 10,MF 乾 貴士 7,MF 清武 弘嗣 13,FW アドリアーノ 9,FW 家長 昭博 14,GK 権田 修一 20,DF 中村 北斗 14,DF 今野 泰幸 6,DF キム ヨングン 17,DF 松下 年宏 8,MF 森重 真人 3,MF 梶山 陽平 10,MF 石川 直宏 18,MF 徳永 悠平 2,FW リカルジーニョ 16,FW 大黒 将志 39,キンチョウスタジアム,晴,33.9,51%
4587,12715,GK 曽ヶ端 準 21,DF 新井場 徹 7,DF 岩政 大樹 3,DF 伊野波 雅彦 19,DF 宮崎 智彦 32,MF 青木 剛 15,MF 小笠原 満男 40,MF 野沢 拓也 8,MF フェリペ ガブリエル 11,FW 大迫 勇也 9,FW 興梠 慎三 13,GK 松井 謙弥 1,DF 高橋 大輔 20,DF 茂庭 照幸 3,DF 上本 大海 22,DF 丸橋 祐介 28,MF アマラウ 6,MF マルチネス 10,MF 乾 貴士 7,MF 清武 弘嗣 13,FW アドリアーノ 9,FW 家長 昭博 14,県立カシマサッカースタジアム,晴,27.3,73%
